First Received;Last Received;FRxLR(dias);date_update;Sla OM;Nome do Mês;Week;Nome do Dia;consignment_no;station_name;Status_OM;Status_SPX;OM x SPX;spx_status_name;Qtd_Received;valor;last_user;Baixa justificada;Ano;Station_id
04/07/2024;05/07/2024;1;08/07/2024;3;JULHO;W27;Quinta-Feira;BR248640282514V;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;9;joyce.santos2803@shopeemobile-external.com;;2024;5027
04/07/2024;04/07/2024;0;08/07/2024;4;JULHO;W27;Quinta-Feira;BR2488138889929;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;149;jessica.silva0204@shopeemobile-external.com;;2024;5027
04/07/2024;04/07/2024;0;08/07/2024;4;JULHO;W27;Quinta-Feira;BR248994675885F;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;311,04;thais.araujo0609@shopeemobile-external.com;;2024;5027
06/07/2024;06/07/2024;0;08/07/2024;2;JULHO;W27;Sábado;BR243399785972F;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;42,02;stephanie.souza2205@shopeemobile-external.com;;2024;5027
06/07/2024;06/07/2024;0;08/07/2024;2;JULHO;W27;Sábado;BR245566742768D;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;25,76;tulio.viana2602@shopeemobile-external.com;;2024;5027
06/07/2024;06/07/2024;0;08/07/2024;2;JULHO;W27;Sábado;BR249771074426N;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;221,7;michelle.silva0204@shopeemobile-external.com;;2024;5027
05/07/2024;08/07/2024;3;08/07/2024;0;JULHO;W27;Sexta-Feira;BR240730543175H;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;60;joyce.santos2803@shopeemobile-external.com;;2024;5027
05/07/2024;05/07/2024;0;08/07/2024;3;JULHO;W27;Sexta-Feira;BR2425254228176;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;132,9;thais.araujo0609@shopeemobile-external.com;;2024;5027
05/07/2024;06/07/2024;1;08/07/2024;2;JULHO;W27;Sexta-Feira;BR245241006260F;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;29,8;luciene.goncalves1605@shopeemobile-external.com;;2024;5027
05/07/2024;06/07/2024;1;08/07/2024;2;JULHO;W27;Sexta-Feira;BR249354480605P;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;68,9;thais.moura2803@shopeemobile-external.com;;2024;5027
02/07/2024;03/07/2024;1;08/07/2024;5;JULHO;W27;Terça-Feira;BR240648338736I;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;46,69;jessica.silva0204@shopeemobile-external.com;;2024;5027
02/07/2024;03/07/2024;1;08/07/2024;5;JULHO;W27;Terça-Feira;BR242031961416U;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;19,99;marcos.henrique0304@shopeemobile-external.com;;2024;5027
03/07/2024;10/07/2024;7;12/07/2024;2;JULHO;W27;Quarta-Feira;BR249967155243D;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;4;21,15;josimar.alencar@shopeemobile-external.com;;2024;5027
06/07/2024;09/07/2024;3;12/07/2024;3;JULHO;W27;Sábado;BR241167003534W;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;80,9;nubia.josafa0609@shopeemobile-external.com;;2024;5027
05/07/2024;06/07/2024;1;12/07/2024;6;JULHO;W27;Sexta-Feira;BR242006714166N;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;24,5;nubia.josafa0609@shopeemobile-external.com;;2024;5027
05/07/2024;06/07/2024;1;12/07/2024;6;JULHO;W27;Sexta-Feira;BR244209494432Q;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;215;michelle.silva0204@shopeemobile-external.com;;2024;5027
05/07/2024;09/07/2024;4;12/07/2024;3;JULHO;W27;Sexta-Feira;BR2461656010146;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;4;26,17;rafaela.matias0801@shopeemobile-external.com;;2024;5027
05/07/2024;09/07/2024;4;12/07/2024;3;JULHO;W27;Sexta-Feira;BR246597744694Z;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;59,6;gabriel.moraes0204@shopeemobile-external.com;;2024;5027
05/07/2024;05/07/2024;0;12/07/2024;7;JULHO;W27;Sexta-Feira;BR2478765575752;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;45,98;kathrin.santos2205@shopeemobile-external.com;;2024;5027
02/07/2024;06/07/2024;4;12/07/2024;6;JULHO;W27;Terça-Feira;BR243670796342Y;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;22,9;michelle.silva0204@shopeemobile-external.com;;2024;5027
07/07/2024;08/07/2024;1;12/07/2024;4;JULHO;W28;Domingo;BR241791020398R;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;59,99;aline.aroeira0204@shopeemobile-external.com;;2024;5027
07/07/2024;08/07/2024;1;12/07/2024;4;JULHO;W28;Domingo;BR2442595376881;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;38,9;stephanie.souza2205@shopeemobile-external.com;;2024;5027
07/07/2024;08/07/2024;1;12/07/2024;4;JULHO;W28;Domingo;BR2447936833685;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;45,9;tulio.viana2602@shopeemobile-external.com;;2024;5027
07/07/2024;11/07/2024;4;12/07/2024;1;JULHO;W28;Domingo;BR245486408029J;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;46,99;joyce.santos2803@shopeemobile-external.com;;2024;5027
07/07/2024;08/07/2024;1;12/07/2024;4;JULHO;W28;Domingo;BR2486899205088;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;80,9;thayla.costa3008@shopeemobile-external.com;;2024;5027
10/07/2024;11/07/2024;1;12/07/2024;1;JULHO;W28;Quarta-Feira;BR2403437029013;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;42,34;ariane.karen2906@shopeemobile-external.com;;2024;5027
10/07/2024;10/07/2024;0;12/07/2024;2;JULHO;W28;Quarta-Feira;BR242891673094O;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;197,9;beatriz.reder0609@shopeemobile-external.com;;2024;5027
10/07/2024;10/07/2024;0;12/07/2024;2;JULHO;W28;Quarta-Feira;BR246340968685D;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;25,9;ana.alves0305@shopeemobile-external.com;;2024;5027
10/07/2024;10/07/2024;0;12/07/2024;2;JULHO;W28;Quarta-Feira;BR246385704647S;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;1;59,9;maiara.fidelis1605@shopeemobile-external.com;;2024;5027
10/07/2024;10/07/2024;0;12/07/2024;2;JULHO;W28;Quarta-Feira;BR2480393237693;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;206,07;thayla.costa3008@shopeemobile-external.com;;2024;5027
10/07/2024;10/07/2024;0;12/07/2024;2;JULHO;W28;Quarta-Feira;BR248291660930G;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;51,8;luciene.goncalves1605@shopeemobile-external.com;;2024;5027
10/07/2024;11/07/2024;1;12/07/2024;1;JULHO;W28;Quarta-Feira;BR2486380115182;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;40,8;kariane.andrade0102@shopeemobile-external.com;;2024;5027
11/07/2024;11/07/2024;0;12/07/2024;1;JULHO;W28;Quinta-Feira;BR240736082499R;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;21,9;ariadina.souza2610@shopeemobile-external.com;;2024;5027
11/07/2024;12/07/2024;1;12/07/2024;0;JULHO;W28;Quinta-Feira;BR242241493597X;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;92,9;jessica.silva0204@shopeemobile-external.com;;2024;5027
11/07/2024;11/07/2024;0;12/07/2024;1;JULHO;W28;Quinta-Feira;BR2446853002130;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;79,5;joyce.santos2803@shopeemobile-external.com;;2024;5027
11/07/2024;12/07/2024;1;12/07/2024;0;JULHO;W28;Quinta-Feira;BR249180296945A;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;155,7;thayla.costa3008@shopeemobile-external.com;;2024;5027
08/07/2024;08/07/2024;0;12/07/2024;4;JULHO;W28;Segunda-Feira;BR243871382598I;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;61,9;nubia.josafa0609@shopeemobile-external.com;;2024;5027
08/07/2024;08/07/2024;0;12/07/2024;4;JULHO;W28;Segunda-Feira;BR244038379884U;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;59,9;nubia.josafa0609@shopeemobile-external.com;;2024;5027
08/07/2024;09/07/2024;1;12/07/2024;3;JULHO;W28;Segunda-Feira;BR244235824034E;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;30,88;leudirene.conceicao0609@shopeemobile-external.com;;2024;5027
08/07/2024;08/07/2024;0;12/07/2024;4;JULHO;W28;Segunda-Feira;BR244367121107A;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;63,89;thayla.costa3008@shopeemobile-external.com;;2024;5027
08/07/2024;09/07/2024;1;12/07/2024;3;JULHO;W28;Segunda-Feira;BR245079925680I;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;75,08;joana.valeria0801@shopeemobile-external.com;;2024;5027
08/07/2024;09/07/2024;1;12/07/2024;3;JULHO;W28;Segunda-Feira;BR249716529445A;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;79,99;luciene.goncalves1605@shopeemobile-external.com;;2024;5027
12/07/2024;12/07/2024;0;12/07/2024;0;JULHO;W28;Sexta-Feira;BR2412190836699;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;80,7;jessica.silva0204@shopeemobile-external.com;;2024;5027
12/07/2024;12/07/2024;0;12/07/2024;0;JULHO;W28;Sexta-Feira;BR247294347965Y;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;101,04;carla.oliveira@shopeemobile-external.com;;2024;5027
09/07/2024;11/07/2024;2;12/07/2024;1;JULHO;W28;Terça-Feira;BR240993416038G;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;39,69;thaianny.nunes0304@shopeemobile-external.com;;2024;5027
09/07/2024;09/07/2024;0;12/07/2024;3;JULHO;W28;Terça-Feira;BR241368545373K;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;29,9;karen.silva1@shopeemobile-external.com;;2024;5027
09/07/2024;10/07/2024;1;12/07/2024;2;JULHO;W28;Terça-Feira;BR2416356555299;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;29,9;thayla.costa3008@shopeemobile-external.com;;2024;5027
09/07/2024;09/07/2024;0;12/07/2024;3;JULHO;W28;Terça-Feira;BR241923195043A;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;54,6;thayla.costa3008@shopeemobile-external.com;;2024;5027
09/07/2024;10/07/2024;1;12/07/2024;2;JULHO;W28;Terça-Feira;BR243641612418J;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;27,8;crislaine.duarte0305@shopeemobile-external.com;;2024;5027
09/07/2024;09/07/2024;0;12/07/2024;3;JULHO;W28;Terça-Feira;BR246834062815S;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;26,9;leudirene.conceicao0609@shopeemobile-external.com;;2024;5027
09/07/2024;10/07/2024;1;12/07/2024;2;JULHO;W28;Terça-Feira;BR247814187088S;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;41,92;beatriz.reder0609@shopeemobile-external.com;;2024;5027
09/07/2024;09/07/2024;0;12/07/2024;3;JULHO;W28;Terça-Feira;BR248919363642G;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;41,4;aline.aroeira0204@shopeemobile-external.com;;2024;5027
10/07/2024;11/07/2024;1;15/07/2024;4;JULHO;W28;Quarta-Feira;BR244062622705Y;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;58,9;fabiana.defreitas@shopeemobile-external.com;;2024;5027
10/07/2024;15/07/2024;5;15/07/2024;0;JULHO;W28;Quarta-Feira;BR247748998998G;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;4;117,99;admin;;2024;5027
11/07/2024;11/07/2024;0;15/07/2024;4;JULHO;W28;Quinta-Feira;BR243114613377T;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;71,02;isadora.silva0801@shopeemobile-external.com;;2024;5027
11/07/2024;12/07/2024;1;15/07/2024;3;JULHO;W28;Quinta-Feira;BR245188146954J;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;489,9;beatriz.reder0609@shopeemobile-external.com;;2024;5027
11/07/2024;12/07/2024;1;15/07/2024;3;JULHO;W28;Quinta-Feira;BR2456573757810;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;24,9;nubia.josafa0609@shopeemobile-external.com;;2024;5027
11/07/2024;12/07/2024;1;15/07/2024;3;JULHO;W28;Quinta-Feira;BR246097316142A;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;23,99;beatriz.reder0609@shopeemobile-external.com;;2024;5027
13/07/2024;15/07/2024;2;15/07/2024;0;JULHO;W28;Sábado;BR2490754007357;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;27,8;rafaela.matias0801@shopeemobile-external.com;;2024;5027
08/07/2024;12/07/2024;4;15/07/2024;3;JULHO;W28;Segunda-Feira;BR241067611871C;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;26,9;beatriz.reder0609@shopeemobile-external.com;;2024;5027
12/07/2024;13/07/2024;1;15/07/2024;2;JULHO;W28;Sexta-Feira;BR240779588342Y;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;35,99;thayla.costa3008@shopeemobile-external.com;;2024;5027
12/07/2024;13/07/2024;1;15/07/2024;2;JULHO;W28;Sexta-Feira;BR2431876404966;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;47,52;maria.lima0204@shopeemobile-external.com;;2024;5027
09/07/2024;10/07/2024;1;15/07/2024;5;JULHO;W28;Terça-Feira;BR2483816919136;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;65,9;jessica.silva0204@shopeemobile-external.com;;2024;5027
15/07/2024;15/07/2024;0;15/07/2024;0;JULHO;W29;Segunda-Feira;BR245223997745V;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;46,9;jean.junio0802@shopeemobile-external.com;;2024;5027
15/07/2024;15/07/2024;0;15/07/2024;0;JULHO;W29;Segunda-Feira;BR245245686829Q;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;139,99;graziela.josefina2510@shopeemobile-external.com;;2024;5027
15/07/2024;15/07/2024;0;15/07/2024;0;JULHO;W29;Segunda-Feira;BR247432371355E;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;28,4;beatriz.reder0609@shopeemobile-external.com;;2024;5027
15/07/2024;15/07/2024;0;15/07/2024;0;JULHO;W29;Segunda-Feira;BR248235783817L;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;14,97;maria.lima0204@shopeemobile-external.com;;2024;5027
15/07/2024;15/07/2024;0;15/07/2024;0;JULHO;W29;Segunda-Feira;BR248416304578F;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;50,25;admin;;2024;5027
01/07/2024;01/07/2024;0;16/07/2024;15;JULHO;W27;Segunda-Feira;BR2434838137742;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;28;spx@shopee.com;;2024;5027
01/07/2024;01/07/2024;0;16/07/2024;15;JULHO;W27;Segunda-Feira;BR245869662194U;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;26,99;leudirene.conceicao0609@shopeemobile-external.com;;2024;5027
01/07/2024;01/07/2024;0;16/07/2024;15;JULHO;W27;Segunda-Feira;BR248445524586U;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;24;maria.lima0204@shopeemobile-external.com;;2024;5027
01/07/2024;01/07/2024;0;16/07/2024;15;JULHO;W27;Segunda-Feira;BR2493585948859;LM Hub_MG_Contagem;LOST;Exception_Reason_Cancelled;Analisar;LMHub_Received;2;36;spx@shopee.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR241851585354D;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;58;spx@shopee.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR2425472145471;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;3;62,93;spx@shopee.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR242821403077R;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;11,9;luciene.goncalves1605@shopeemobile-external.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR243764483217J;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;24,99;nubia.josafa0609@shopeemobile-external.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR245175043025R;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;12,99;joana.valeria0801@shopeemobile-external.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR246369906456T;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;27,99;nubia.josafa0609@shopeemobile-external.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR247450351675N;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;14,99;rafaela.matias0801@shopeemobile-external.com;;2024;5027
01/07/2024;02/07/2024;1;17/07/2024;15;JULHO;W27;Segunda-Feira;BR2475040824139;LM Hub_MG_Contagem;LOST;Exception_Reason_Cancelled;Analisar;LMHub_Received;3;25;spx@shopee.com;;2024;5027
02/07/2024;02/07/2024;0;17/07/2024;15;JULHO;W27;Terça-Feira;BR247455391579C;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;1669,6;adriane.amorim@shopee.com;;2024;5027
02/07/2024;02/07/2024;0;17/07/2024;15;JULHO;W27;Terça-Feira;BR247658096013Z;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;29,9;rafaela.matias0801@shopeemobile-external.com;;2024;5027
02/07/2024;02/07/2024;0;17/07/2024;15;JULHO;W27;Terça-Feira;BR249986392102L;LM Hub_MG_Contagem;LOST;Lost;Ok;LMHub_Received;2;99,9;joyce.santos2803@shopeemobile-external.com;;2024;5027
14/07/2024;16/07/2024;2;17/07/2024;1;JULHO;W29;Domingo;BR2447877554360;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;34,9;nubia.josafa0609@shopeemobile-external.com;;2024;5027
17/07/2024;17/07/2024;0;17/07/2024;0;JULHO;W29;Quarta-Feira;BR2400469014752;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;139,9;creusa.pereira2510@shopeemobile-external.com;;2024;5027
17/07/2024;17/07/2024;0;17/07/2024;0;JULHO;W29;Quarta-Feira;BR2431732390914;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;80,9;glaucia.braulino0609@shopeemobile-external.com;;2024;5027
17/07/2024;17/07/2024;0;17/07/2024;0;JULHO;W29;Quarta-Feira;BR244283322152A;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;79,9;thayla.costa3008@shopeemobile-external.com;;2024;5027
17/07/2024;17/07/2024;0;17/07/2024;0;JULHO;W29;Quarta-Feira;BR246579767405X;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;181,91;glaucia.braulino0609@shopeemobile-external.com;;2024;5027
17/07/2024;17/07/2024;0;17/07/2024;0;JULHO;W29;Quarta-Feira;BR247520598761L;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;276,5;thaianny.nunes0304@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR241110911607W;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;25;maria.lima0204@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR242053142039H;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;80,9;rafaela.matias0801@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR2436212828939;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;48,9;jeane.andrade0801@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR244346646662X;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;90;isadora.silva0801@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR2456056579242;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;42,9;maria.lima0204@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR245798340069G;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;3;61,9;eduarda.vitoria2102@shopeemobile-external.com;;2024;5027
15/07/2024;16/07/2024;1;17/07/2024;1;JULHO;W29;Segunda-Feira;BR2493080862669;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;69,9;kathrin.santos2205@shopeemobile-external.com;;2024;5027
16/07/2024;16/07/2024;0;17/07/2024;1;JULHO;W29;Terça-Feira;BR240062087012X;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;89,9;stephanie.souza2205@shopeemobile-external.com;;2024;5027
16/07/2024;16/07/2024;0;17/07/2024;1;JULHO;W29;Terça-Feira;BR241304047735I;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;34,9;joana.valeria0801@shopeemobile-external.com;;2024;5027
16/07/2024;17/07/2024;1;17/07/2024;0;JULHO;W29;Terça-Feira;BR2426925150734;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;52,9;kathrin.santos2205@shopeemobile-external.com;;2024;5027
16/07/2024;16/07/2024;0;17/07/2024;1;JULHO;W29;Terça-Feira;BR2439485251287;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;58,71;stephanie.souza2205@shopeemobile-external.com;;2024;5027
16/07/2024;16/07/2024;0;17/07/2024;1;JULHO;W29;Terça-Feira;BR2439575107528;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;106,9;joana.valeria0801@shopeemobile-external.com;;2024;5027
16/07/2024;17/07/2024;1;17/07/2024;0;JULHO;W29;Terça-Feira;BR246185172029V;LM Hub_MG_Contagem;Damaged;Damaged;Ok;LMHub_Received;2;60;jean.junio0802@shopeemobile-external.com;;2024;5027
